"","MODEL","SCENARIO","REGION","VARIABLE","UNIT","Year","value"
"4762791","GCAM_EMF33","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,5.911683082249
"4763297","GCAM_EMF33","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,623.778316770601
"4763349","GCAM_EMF33","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.25976338452
"4763390","GCAM_EMF33","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,622.832820231156
"4763442","GCAM_EMF33","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,2.726268408227
"4763483","GCAM_EMF33","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,202.705955035859
"4763535","GCAM_EMF33","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,12.5903615674796
"4763576","GCAM_EMF33","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-186.930044246478
"4763628","GCAM_EMF33","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.219297597
"4768576","GCAM_EMF33","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,695.280181118347
"4768628","GCAM_EMF33","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,11.213715706361
"4769134","GCAM_EMF33","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,686.427121951996
"4769186","GCAM_EMF33","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,2.4019654731
"4769227","GCAM_EMF33","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,664.09880717584
"4769279","GCAM_EMF33","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,5.00489870074
"4769320","GCAM_EMF33","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,547.471051243663
"4769372","GCAM_EMF33","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,22.5804303760674
"4769413","GCAM_EMF33","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-131.600033911612
"4769465","GCAM_EMF33","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,2.3356157123
"4778313","GCAM_EMF33","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,137.776498922874
"4778365","GCAM_EMF33","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,9.611577151457
"4778871","GCAM_EMF33","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,643.348873363914
"4778923","GCAM_EMF33","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.94375548192
"4778964","GCAM_EMF33","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,263.094333027432
"4779016","GCAM_EMF33","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,4.35302583924
"4779057","GCAM_EMF33","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-707.288973462074
"4779109","GCAM_EMF33","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,19.5767462464438
"4779150","GCAM_EMF33","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-476.12123676205
"4779202","GCAM_EMF33","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,2.2151696231
"4780250","GCAM_EMF33","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,993.052266078638
"4780302","GCAM_EMF33","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,15.694090650946
"4780808","GCAM_EMF33","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,781.276105964881
"4780860","GCAM_EMF33","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,3.37295871558
"4780901","GCAM_EMF33","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,728.149352440469
"4780953","GCAM_EMF33","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,6.83925948457
"4780994","GCAM_EMF33","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,928.962819817761
"4781046","GCAM_EMF33","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,31.044934559881
"4781087","GCAM_EMF33","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-67.0257380868917
"4781139","GCAM_EMF33","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,3.303021987
"4785828","GLOBIOM","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,516.256267361858
"4785890","GLOBIOM","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2324.85834587765
"4785908","GLOBIOM","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2376.31446558272
"4785922","GLOBIOM","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,225.571711663824
"4785938","GLOBIOM","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,98.2582488046348
"4787819","GLOBIOM","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,525.375854331894
"4787881","GLOBIOM","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2319.48782145281
"4787899","GLOBIOM","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2342.97020632597
"4787913","GLOBIOM","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,224.048899108588
"4787929","GLOBIOM","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,98.3959137748443
"4788506","GLOBIOM","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,513.097952995022
"4788514","GLOBIOM","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,2.23475771574289
"4788586","GLOBIOM","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2242.26721287336
"4788594","GLOBIOM","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,3.67133605535606
"4788607","GLOBIOM","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2430.28539846163
"4788613","GLOBIOM","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,3.19670545550044
"4788626","GLOBIOM","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,227.152675035446
"4788643","GLOBIOM","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,146.138644475472
"4789984","GLOBIOM","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,480.444916036524
"4789992","GLOBIOM","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,9.05008237007361
"4790066","GLOBIOM","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2191.39879871606
"4790074","GLOBIOM","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,8.94261383685569
"4790087","GLOBIOM","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2400.90500139009
"4790093","GLOBIOM","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,6.34643823584416
"4790106","GLOBIOM","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,235.424761616472
"4790127","GLOBIOM","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,181.790707078693
"4790135","GLOBIOM","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.098964772843662
"4797124","GLOBIOM","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,488.142026008002
"4797132","GLOBIOM","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,13.0630253461401
"4797206","GLOBIOM","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2226.24456138232
"4797214","GLOBIOM","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,11.6140306513606
"4797227","GLOBIOM","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2545.26627681004
"4797233","GLOBIOM","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,7.35068827510094
"4797246","GLOBIOM","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,276.396750107753
"4797254","GLOBIOM","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.000659508744672
"4797267","GLOBIOM","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,206.226098362993
"4797275","GLOBIOM","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.383749782868327
"4799385","GLOBIOM","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,507.508246341997
"4799393","GLOBIOM","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,13.1249692250968
"4799467","GLOBIOM","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2239.86519798447
"4799475","GLOBIOM","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,11.6445333198102
"4799488","GLOBIOM","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2544.95305367446
"4799494","GLOBIOM","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,7.34041226837914
"4799507","GLOBIOM","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,274.281635536194
"4799515","GLOBIOM","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.000659508744672
"4799528","GLOBIOM","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,202.82039697571
"4799536","GLOBIOM","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.389792145976674
"4800132","GLOBIOM","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,538.451956750285
"4800140","GLOBIOM","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,15.6709004398952
"4800214","GLOBIOM","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,2333.65537543089
"4800222","GLOBIOM","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,14.0532241624849
"4800235","GLOBIOM","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2731.17475845982
"4800241","GLOBIOM","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,8.29031042816119
"4800254","GLOBIOM","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,367.676752936266
"4800262","GLOBIOM","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.65281365559026
"4800275","GLOBIOM","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,229.118911512005
"4800283","GLOBIOM","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.836842210856556
"4824679","GRAPE-15","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,5.46
"4824694","GRAPE-15","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.04
"4824835","GRAPE-15","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-99.08
"4824850","GRAPE-15","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4824861","GRAPE-15","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,49.84
"4824876","GRAPE-15","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4824887","GRAPE-15","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,26.27
"4824902","GRAPE-15","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4824913","GRAPE-15","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,278.53
"4824928","GRAPE-15","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4829099","GRAPE-15","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,501.87
"4829114","GRAPE-15","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.04
"4829255","GRAPE-15","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-85.86
"4829270","GRAPE-15","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4829281","GRAPE-15","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,314.94
"4829296","GRAPE-15","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4829307","GRAPE-15","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,1282.72
"4829322","GRAPE-15","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4829333","GRAPE-15","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,171.38
"4829348","GRAPE-15","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4829983","GRAPE-15","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,-28.59
"4829998","GRAPE-15","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,3.95
"4830139","GRAPE-15","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-97.84
"4830154","GRAPE-15","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4830165","GRAPE-15","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,53.99
"4830180","GRAPE-15","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.13
"4830191","GRAPE-15","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,26.27
"4830206","GRAPE-15","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.51
"4830217","GRAPE-15","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,193.67
"4830232","GRAPE-15","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4832635","GRAPE-15","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,-28.59
"4832650","GRAPE-15","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,7.68
"4832791","GRAPE-15","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-87.76
"4832806","GRAPE-15","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.31
"4832817","GRAPE-15","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,377.63
"4832832","GRAPE-15","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.02
"4832843","GRAPE-15","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,2.19
"4832858","GRAPE-15","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.69
"4832869","GRAPE-15","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,30.97
"4832884","GRAPE-15","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.29
"4840591","GRAPE-15","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,637.59
"4840606","GRAPE-15","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,11.14
"4840747","GRAPE-15","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-75.87
"4840762","GRAPE-15","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.31
"4840773","GRAPE-15","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,635.63
"4840788","GRAPE-15","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.37
"4840799","GRAPE-15","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-16.92
"4840814","GRAPE-15","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.69
"4840825","GRAPE-15","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,56.31
"4840840","GRAPE-15","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.03
"4849431","GRAPE-15","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,1165.26
"4849446","GRAPE-15","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,11.12
"4849587","GRAPE-15","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-75.87
"4849602","GRAPE-15","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.31
"4849613","GRAPE-15","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,384.16
"4849628","GRAPE-15","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.37
"4849639","GRAPE-15","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,1316.25
"4849654","GRAPE-15","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.69
"4849665","GRAPE-15","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,209.92
"4849680","GRAPE-15","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.97
"4851199","GRAPE-15","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,1176.5
"4851214","GRAPE-15","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,12.66
"4851355","GRAPE-15","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,-15.65
"4851370","GRAPE-15","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.4
"4851381","GRAPE-15","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,96.74
"4851396","GRAPE-15","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,3.04
"4851407","GRAPE-15","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,20.9
"4851422","GRAPE-15","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0.92
"4851433","GRAPE-15","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,468.37
"4851448","GRAPE-15","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,4.73
"4854059","IMAGE","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,819.411145905124
"4854070","IMAGE","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4854227","IMAGE","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,1543.15917104375
"4854238","IMAGE","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4854255","IMAGE","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2758.45737446421
"4854266","IMAGE","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4854283","IMAGE","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-463.112487317744
"4854294","IMAGE","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4854311","IMAGE","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-44.1568572779182
"4854322","IMAGE","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4859649","IMAGE","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,828.14010881186
"4859660","IMAGE","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4859817","IMAGE","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,1559.30061626597
"4859828","IMAGE","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4859845","IMAGE","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2804.28785316881
"4859856","IMAGE","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4859873","IMAGE","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-466.122595927876
"4859884","IMAGE","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4859901","IMAGE","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-43.4103472862642
"4859912","IMAGE","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4860767","IMAGE","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,819.411145905124
"4860778","IMAGE","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4860935","IMAGE","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,1543.15917104375
"4860946","IMAGE","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4860963","IMAGE","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,2755.17299276137
"4860974","IMAGE","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,1.6267384
"4860991","IMAGE","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-463.112487317744
"4861002","IMAGE","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4861019","IMAGE","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-44.1568572779182
"4861030","IMAGE","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4864121","IMAGE","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,815.757502593473
"4864132","IMAGE","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4864289","IMAGE","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,1540.10779339674
"4864300","IMAGE","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4864317","IMAGE","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,6012.34593310083
"4864328","IMAGE","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,23.799362048
"4864345","IMAGE","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-484.247021454076
"4864356","IMAGE","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4864373","IMAGE","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-51.315047116296
"4864384","IMAGE","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4877537","IMAGE","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,784.436213837298
"4877548","IMAGE","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4877705","IMAGE","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,1515.97098978876
"4877716","IMAGE","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,6.137963008
"4877733","IMAGE","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,8487.28498277483
"4877744","IMAGE","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,39.825385472
"4877761","IMAGE","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-515.944876130862
"4877772","IMAGE","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4877789","IMAGE","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-61.7101919877519
"4877800","IMAGE","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4892071","IMAGE","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,799.671108590306
"4892082","IMAGE","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4892239","IMAGE","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,1644.16490855666
"4892250","IMAGE","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,9.255307776
"4892267","IMAGE","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2030,7205.60392175931
"4892278","IMAGE","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,34.970733824
"4892295","IMAGE","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2030,-529.858735058381
"4892306","IMAGE","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4892323","IMAGE","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2030,-61.631966103623
"4892334","IMAGE","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4894307","IMAGE","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2030,766.708422037201
"4894318","IMAGE","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2030,0
"4894475","IMAGE","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2030,3549.54614199549
